Peak 537 fitted: x0=-17763530.784270037, gamma=10.0, amplitude=-467148.71118423867, offset=649.4130000006987
Peak 501: x=413842.0, y=479.0
Peak 502: x=227320.0, y=428.0
Peak 503: x=956679.0, y=596.0
Peak 504: x=696948.0, y=497.0
Peak 505: x=448081.0, y=480.0
Peak 506: x=909327.0, y=461.0
Peak 507: x=696276.0, y=560.0
Peak 508: x=364796.0, y=445.0
Peak 509: x=240419.0, y=595.0
Peak 510: x=62601.0, y=519.0
Peak 511: x=895248.0, y=579.0
Peak 512: x=738298.0, y=448.0
Peak 513: x=639422.0, y=610.0
Peak 514: x=370267.0, y=532.0
Peak 515: x=251048.0, y=550.0
Peak 516: x=177222.0, y=350.0
Peak 517: x=74934.0, y=558.0
Peak 518: x=12352.0, y=611.0
Peak 519: x=900578.0, y=561.0
Peak 520: x=806582.0, y=610.0
Peak 521: x=766209.0, y=384.0
Peak 522: x=730233.0, y=490.0
Peak 523: x=684492.0, y=542.0
Peak 524: x=648568.0, y=336.0
Peak 525: x=615867.0, y=573.0
Peak 526: x=606000.0, y=544.0
Peak 527: x=600112.0, y=442.0
Peak 528: x=614629.0, y=587.0
Peak 529: x=646104.0, y=660.0
Peak 530: x=694438.0, y=408.0
Peak 531: x=724892.0, y=552.0
Peak 532: x=778397.0, y=616.0
Peak 533: x=888335.0, y=466.0
Peak 534: x=966673.0, y=519.0
Peak 535: x=54245.0, y=635.0
Peak 536: x=151011.0, y=451.0
Peak 537: x=220600.0, y=528.0
Peak 538: x=412286.0, y=604.0
Peak 539: x=496006.0, y=504.0
Peak 540: x=583730.0, y=308.0
Peak 541: x=722817.0, y=518.0
Peak 542: x=974483.0, y=560.0
Peak 543: x=193590.0, y=604.0
Peak 544: x=368225.0, y=568.0
Peak 545: x=551638.0, y=738.0
Peak 546: x=678776.0, y=513.0
Peak 547: x=944663.0, y=726.0
Peak 548: x=154195.0, y=491.0
Peak 549: x=372347.0, y=530.0
Peak 550: x=676567.0, y=583.0
Peak 551: x=914692.0, y=580.0
Peak 552: x=161311.0, y=509.0
Peak 553: x=503282.0, y=650.0
Peak 554: x=769574.0, y=491.0
Peak 555: x=44226.0, y=702.0
Peak 556: x=327205.0, y=678.0
Peak 557: x=618480.0, y=844.0
Peak 558: x=918004.0, y=634.0
Peak 559: x=225744.0, y=469.0
Peak 560: x=435450.0, y=609.0
Peak 561: x=756802.0, y=707.0
Peak 562: x=86272.0, y=561.0
Peak 563: x=538128.0, y=411.0
Peak 564: x=123022.0, y=842.0
Peak 565: x=606890.0, y=779.0
Peak 566: x=487518.0, y=658.0
Peak 567: x=878025.0, y=664.0
Peak 568: x=276345.0, y=734.0
Peak 569: x=682438.0, y=640.0
Peak 570: x=96267.0, y=647.0
Peak 571: x=517806.0, y=639.0
Peak 572: x=803100.0, y=709.0
Peak 573: x=237407.0, y=528.0
Peak 574: x=828322.0, y=849.0
Peak 575: x=128834.0, y=800.0
Peak 576: x=585885.0, y=644.0
Peak 577: x=50458.0, y=578.0
Peak 578: x=522511.0, y=754.0
Peak 579: x=2012.0, y=867.0
Peak 580: x=652886.0, y=672.0
Peak 581: x=149648.0, y=695.0
Peak 582: x=484905.0, y=793.0
Peak 583: x=993885.0, y=810.0
Peak 584: x=33694.0, y=857.0
Peak 585: x=564452.0, y=876.0
Peak 586: x=102406.0, y=775.0
Peak 587: x=465026.0, y=729.0
Peak 588: x=14901.0, y=823.0
Peak 589: x=759135.0, y=746.0
Peak 590: x=707097.0, y=1058.0
Peak 591: x=674570.0, y=1013.0
Peak 592: x=264362.0, y=913.0
Peak 593: x=661409.0, y=1107.0
Peak 594: x=61539.0, y=1021.0
Peak 595: x=667480.0, y=899.0
Peak 596: x=75267.0, y=959.0
Peak 597: x=486096.0, y=826.0
Peak 598: x=526439.0, y=1098.0
Peak 599: x=947864.0, y=831.0
Peak 600: x=585637.0, y=795.0
Peak 601: x=14569.0, y=792.0
Peak 602: x=446483.0, y=847.0
Peak 603: x=881377.0, y=883.0
Peak 604: x=319244.0, y=974.0
Peak 605: x=760069.0, y=855.0
Peak 606: x=426845.0, y=859.0
Peak 607: x=875040.0, y=986.0
Peak 608: x=780220.0, y=740.0
Peak 609: x=928089.0, y=777.0
Peak 610: x=392313.0, y=873.0
Peak 611: x=859428.0, y=810.0
Peak 612: x=329422.0, y=756.0
Peak 613: x=802286.0, y=783.0
Peak 614: x=278014.0, y=909.0
Peak 615: x=996960.0, y=958.0
Peak 616: x=454032.0, y=897.0
Peak 617: x=192098.0, y=1141.0
Peak 618: x=936488.0, y=886.0
Peak 619: x=436243.0, y=825.0
Peak 620: x=191110.0, y=1079.0
Peak 621: x=697831.0, y=970.0
Peak 622: x=463103.0, y=920.0
Peak 623: x=234581.0, y=925.0
Peak 624: x=12245.0, y=818.0
Peak 625: x=534109.0, y=909.0
Peak 626: x=322024.0, y=797.0
Peak 627: x=116054.0, y=1063.0
Peak 628: x=184233.0, y=1003.0
Peak 629: x=722364.0, y=971.0
Peak 630: x=263179.0, y=950.0
Peak 631: x=806674.0, y=863.0
Peak 632: x=352837.0, y=999.0
Peak 633: x=285341.0, y=1031.0
Peak 634: x=123470.0, y=934.0
Peak 635: x=685508.0, y=880.0
Peak 636: x=533480.0, y=981.0
Peak 637: x=387320.0, y=1028.0
Peak 638: x=247013.0, y=971.0
Peak 639: x=823377.0, y=1006.0
Peak 640: x=692764.0, y=937.0
Peak 641: x=567936.0, y=1110.0
Peak 642: x=39358.0, y=1156.0
Peak 643: x=632386.0, y=986.0
Peak 644: x=526682.0, y=928.0
Peak 645: x=426662.0, y=1044.0
Peak 646: x=29798.0, y=1152.0
Peak 647: x=635451.0, y=1239.0
Peak 648: x=243599.0, y=969.0
Peak 649: x=854251.0, y=1053.0
Peak 650: x=701118.0, y=1269.0
Peak 651: x=570227.0, y=1114.0
Peak 652: x=198175.0, y=1091.0
Peak 653: x=461406.0, y=988.0
Peak 654: x=96671.0, y=1133.0
Peak 655: x=374472.0, y=967.0
Peak 656: x=16995.0, y=1087.0
Peak 657: x=661930.0, y=1109.0
Peak 658: x=958991.0, y=1049.0
Peak 659: x=611106.0, y=1353.0
Peak 660: x=251804.0, y=1294.0
Peak 661: x=912230.0, y=1214.0
Peak 662: x=907290.0, y=1273.0
Peak 663: x=577475.0, y=1107.0
Peak 664: x=249643.0, y=1082.0
Peak 665: x=924137.0, y=1108.0
Peak 666: x=940240.0, y=1090.0
Peak 667: x=620534.0, y=1321.0
Peak 668: x=19713.0, y=1070.0
Peak 669: x=403276.0, y=1276.0
Peak 670: x=446927.0, y=1017.0
Peak 671: x=145527.0, y=1157.0
Peak 672: x=549512.0, y=1205.0
Peak 673: x=254883.0, y=1265.0
Peak 674: x=962500.0, y=1111.0
Peak 675: x=672356.0, y=1222.0
Peak 676: x=741321.0, y=1187.0
Peak 677: x=815296.0, y=1306.0
Peak 678: x=534049.0, y=1418.0
Peak 679: x=255010.0, y=1327.0
Peak 680: x=340590.0, y=1169.0
Peak 681: x=67056.0, y=1078.0
Peak 682: x=160859.0, y=1332.0
Peak 683: x=892792.0, y=1313.0
Peak 684: x=994771.0, y=1329.0
Peak 685: x=101631.0, y=1364.0
Peak 686: x=213353.0, y=1216.0
Peak 687: x=957195.0, y=1283.0
Peak 688: x=703181.0, y=1315.0
Peak 689: x=451306.0, y=1251.0
Peak 690: x=201571.0, y=1286.0
Peak 691: x=330963.0, y=1498.0
Peak 692: x=844244.0, y=1374.0
Peak 693: x=984754.0, y=1404.0
Peak 694: x=747723.0, y=1282.0
Peak 695: x=512793.0, y=1493.0
Peak 696: x=434616.0, y=1481.0
Peak 697: x=593959.0, y=1420.0
Peak 698: x=147001.0, y=1439.0
Peak 699: x=317201.0, y=1396.0
Peak 700: x=492024.0, y=1404.0
Peak 701: x=277797.0, y=1620.0
Peak 702: x=65615.0, y=1522.0
Peak 703: x=44063.0, y=1454.0
Peak 704: x=635937.0, y=1569.0
Peak 705: x=235874.0, y=1367.0
Peak 706: x=441088.0, y=1500.0
Peak 707: x=55030.0, y=1402.0
Peak 708: x=270709.0, y=1576.0
Peak 709: x=83633.0, y=1511.0
Peak 710: x=306728.0, y=1458.0
Peak 711: x=534256.0, y=1457.0
Peak 712: x=766191.0, y=1596.0
Peak 713: x=2524.0, y=1495.0
Peak 714: x=657778.0, y=1670.0
Peak 715: x=904308.0, y=1591.0
Peak 716: x=155178.0, y=1490.0
Peak 717: x=991499.0, y=1639.0
Peak 718: x=249573.0, y=1529.0
Peak 719: x=90683.0, y=1601.0
Peak 720: x=778617.0, y=1667.0
Peak 721: x=474139.0, y=1618.0
Peak 722: x=750742.0, y=1731.0
Peak 723: x=31582.0, y=1617.0
Peak 724: x=175676.0, y=1543.0
Peak 725: x=467731.0, y=1692.0
Peak 726: x=331423.0, y=1859.0
Peak 727: x=498750.0, y=1653.0
Peak 728: x=804673.0, y=1670.0
Peak 729: x=677586.0, y=1741.0
Peak 730: x=990386.0, y=1630.0
Peak 731: x=867863.0, y=1593.0
Peak 732: x=747164.0, y=1579.0
Peak 733: x=69517.0, y=1709.0
Peak 734: x=838980.0, y=1699.0
Peak 735: x=726419.0, y=1813.0
Peak 736: x=60937.0, y=1643.0
Peak 737: x=952853.0, y=1827.0
Peak 738: x=846558.0, y=1803.0
Peak 739: x=190453.0, y=1655.0
Peak 740: x=439145.0, y=1701.0
Peak 741: x=793656.0, y=1971.0
Peak 742: x=698863.0, y=1913.0
Peak 743: x=605825.0, y=1834.0
Peak 744: x=514535.0, y=1831.0
Peak 745: x=880878.0, y=1758.0
Peak 746: x=793944.0, y=2098.0
Peak 747: x=625286.0, y=1917.0
Peak 748: x=3327.0, y=1815.0
Peak 749: x=385243.0, y=1962.0
Peak 750: x=308669.0, y=1833.0
Peak 751: x=697008.0, y=1899.0
Peak 752: x=554098.0, y=1846.0
Peak 753: x=417979.0, y=1837.0
Peak 754: x=352457.0, y=1920.0
Peak 755: x=288617.0, y=1846.0
Peak 756: x=226463.0, y=1772.0
Peak 757: x=165984.0, y=1836.0
Peak 758: x=107184.0, y=2034.0
Peak 759: x=994583.0, y=1967.0
Peak 760: x=940780.0, y=1874.0
Peak 761: x=888633.0, y=1902.0
Peak 762: x=313518.0, y=2054.0
Peak 763: x=219134.0, y=2047.0
Peak 764: x=652654.0, y=2050.0
Peak 765: x=89860.0, y=2051.0
Peak 766: x=530732.0, y=2031.0
Peak 767: x=493341.0, y=1875.0
Peak 768: x=457574.0, y=2037.0
Peak 769: x=906958.0, y=1914.0
Peak 770: x=359966.0, y=1971.0
Peak 771: x=764352.0, y=2185.0
Peak 772: x=740626.0, y=2159.0
Peak 773: x=678972.0, y=2032.0
Peak 774: x=645770.0, y=2181.0
Peak 775: x=618855.0, y=2224.0
Peak 776: x=102780.0, y=2308.0
Peak 777: x=86798.0, y=2232.0
Peak 778: x=578891.0, y=1990.0
Peak 779: x=575552.0, y=1963.0
Peak 780: x=573758.0, y=1989.0
Peak 781: x=574790.0, y=2096.0
Peak 782: x=79588.0, y=2105.0
Peak 783: x=91332.0, y=2470.0
Peak 784: x=99490.0, y=2223.0
Peak 785: x=109165.0, y=2240.0
Peak 786: x=120352.0, y=2127.0
Peak 787: x=133051.0, y=2252.0
Peak 788: x=147259.0, y=2374.0
Peak 789: x=671389.0, y=2184.0
Peak 790: x=240795.0, y=2322.0
Peak 791: x=776127.0, y=2323.0
Peak 792: x=801534.0, y=2497.0
Peak 793: x=828420.0, y=2289.0
Peak 794: x=402092.0, y=2332.0
Peak 795: x=434132.0, y=2290.0
Peak 796: x=467639.0, y=2244.0
Peak 797: x=20634.0, y=2390.0
Peak 798: x=96392.0, y=2341.0
Peak 799: x=177953.0, y=2136.0
Peak 800: x=742911.0, y=2350.0
Peak 801: x=311113.0, y=2354.0
Peak 802: x=358371.0, y=2380.0
Peak 803: x=982774.0, y=2489.0
Peak 804: x=561689.0, y=2189.0
Peak 805: x=143798.0, y=2298.0
Peak 806: x=200303.0, y=2479.0
Peak 807: x=258219.0, y=2532.0
Peak 808: x=317546.0, y=2381.0
Peak 809: x=909167.0, y=2497.0
Peak 810: x=503937.0, y=2288.0
Peak 811: x=635179.0, y=2552.0
Peak 812: x=237262.0, y=2548.0
Peak 813: x=378218.0, y=2534.0
Peak 814: x=987553.0, y=2463.0
Peak 815: x=599986.0, y=2611.0
Peak 816: x=676650.0, y=2389.0
Peak 817: x=294215.0, y=2589.0
Peak 818: x=374293.0, y=2479.0
Peak 819: x=538527.0, y=2653.0
Peak 820: x=622677.0, y=2545.0
Peak 821: x=708176.0, y=2544.0
Peak 822: x=795026.0, y=2540.0
Peak 823: x=427820.0, y=2736.0
Peak 824: x=63632.0, y=2754.0
Peak 825: x=249390.0, y=2593.0
Peak 826: x=344267.0, y=2559.0
Peak 827: x=440470.0, y=2364.0
Peak 828: x=737022.0, y=2677.0
Peak 829: x=941313.0, y=2634.0
Peak 830: x=597971.0, y=2686.0
Peak 831: x=257573.0, y=2749.0
Peak 832: x=474932.0, y=2586.0
Peak 833: x=585557.0, y=2650.0
Peak 834: x=697478.0, y=2809.0
Peak 835: x=367778.0, y=2673.0
Peak 836: x=40980.0, y=2853.0
Peak 837: x=717066.0, y=2785.0
Peak 838: x=396030.0, y=2701.0
Peak 839: x=77866.0, y=2749.0
Peak 840: x=200677.0, y=2725.0
Peak 841: x=324760.0, y=2836.0
Peak 842: x=450106.0, y=2891.0
Peak 843: x=576719.0, y=2828.0
Peak 844: x=268996.0, y=2660.0
Peak 845: x=529766.0, y=3003.0
Peak 846: x=228629.0, y=2772.0
Peak 847: x=498143.0, y=2929.0
Peak 848: x=634765.0, y=3005.0
Peak 849: x=342022.0, y=2780.0
Peak 850: x=52058.0, y=2939.0
Peak 851: x=336419.0, y=2934.0
Peak 852: x=625684.0, y=2796.0
Peak 853: x=772153.0, y=2818.0
Peak 854: x=919839.0, y=2865.0
Peak 855: x=643650.0, y=2842.0
Peak 856: x=370187.0, y=3077.0
Peak 857: x=676468.0, y=3222.0
Peak 858: x=409340.0, y=2799.0
Peak 859: x=724038.0, y=3028.0
Peak 860: x=624130.0, y=2920.0
Peak 861: x=367754.0, y=3219.0
Peak 862: x=696735.0, y=2848.0
Peak 863: x=862999.0, y=3255.0
Peak 864: x=614601.0, y=3081.0
Peak 865: x=368846.0, y=3052.0
Peak 866: x=125726.0, y=3124.0
Peak 867: x=472318.0, y=3251.0
Peak 868: x=823559.0, y=3198.0
Peak 869: x=918.0, y=3146.0
Peak 870: x=179431.0, y=3062.0
Peak 871: x=949366.0, y=3137.0
Peak 872: x=904995.0, y=3021.0
Peak 873: x=274651.0, y=3231.0
Peak 874: x=243124.0, y=3258.0
Peak 875: x=623005.0, y=3329.0
Peak 876: x=814639.0, y=3288.0
Peak 877: x=7398.0, y=3397.0
Peak 878: x=201283.0, y=3273.0
Peak 879: x=994212.0, y=3218.0
Peak 880: x=190899.0, y=3169.0
Peak 881: x=388702.0, y=3263.0
Peak 882: x=787643.0, y=3291.0
Peak 883: x=589764.0, y=3250.0
Peak 884: x=201465.0, y=3452.0
Peak 885: x=11029.0, y=3315.0
Peak 886: x=823059.0, y=3339.0
Peak 887: x=32449.0, y=3213.0
Peak 888: x=848574.0, y=3455.0
Peak 889: x=667147.0, y=3224.0
Peak 890: x=880882.0, y=3475.0
Peak 891: x=703518.0, y=3484.0
Peak 892: x=919956.0, y=3413.0
Peak 893: x=746630.0, y=3502.0
Peak 894: x=965757.0, y=3556.0
Peak 895: x=18252.0, y=3425.0
Peak 896: x=241121.0, y=3226.0
Peak 897: x=916092.0, y=3705.0
Peak 898: x=757150.0, y=3537.0
Peak 899: x=985841.0, y=3398.0
Peak 900: x=446379.0, y=3536.0
Peak 901: x=294534.0, y=3357.0
Peak 902: x=145039.0, y=3463.0
Peak 903: x=997893.0, y=3705.0
Peak 904: x=853082.0, y=3619.0
Peak 905: x=570441.0, y=3715.0
Peak 906: x=811624.0, y=3607.0
Peak 907: x=163844.0, y=3667.0
Peak 908: x=32914.0, y=3673.0
Peak 909: x=153115.0, y=3726.0
Peak 910: x=402969.0, y=3886.0
Peak 911: x=532025.0, y=3617.0
Peak 912: x=412477.0, y=3754.0
Peak 913: x=295184.0, y=3802.0
Peak 914: x=808959.0, y=3782.0
Peak 915: x=326721.0, y=3727.0
Peak 916: x=217648.0, y=3615.0
Peak 917: x=479503.0, y=3701.0
Peak 918: x=742344.0, y=3703.0
Peak 919: x=903755.0, y=4063.0
Peak 920: x=170038.0, y=3799.0
Peak 921: x=437302.0, y=3864.0
Peak 922: x=705540.0, y=3947.0
Peak 923: x=516099.0, y=3926.0
Peak 924: x=788227.0, y=3817.0
Peak 925: x=61323.0, y=3810.0
Peak 926: x=335383.0, y=3779.0
Peak 927: x=248283.0, y=3794.0
Peak 928: x=163343.0, y=3847.0
Peak 929: x=441250.0, y=3861.0
Peak 930: x=999930.0, y=3972.0
Peak 931: x=921443.0, y=3745.0
Peak 932: x=128710.0, y=4406.0
Peak 933: x=341886.0, y=4161.0
Peak 934: x=628806.0, y=4114.0
Peak 935: x=850212.0, y=4058.0
Peak 936: x=785860.0, y=4135.0
Peak 937: x=369987.0, y=3929.0
Peak 938: x=663445.0, y=3910.0
Peak 939: x=253139.0, y=4096.0
Peak 940: x=495452.0, y=3982.0
Peak 941: x=743504.0, y=4176.0
Peak 942: x=346069.0, y=4155.0
Peak 943: x=300382.0, y=4072.0
Peak 944: x=562113.0, y=4237.0
Peak 945: x=521866.0, y=4131.0
Peak 946: x=829496.0, y=4331.0
Peak 947: x=138025.0, y=4049.0
Peak 948: x=447457.0, y=3894.0
Peak 949: x=757782.0, y=4032.0
Peak 950: x=694122.0, y=4503.0
Peak 951: x=8020.0, y=4227.0
Peak 952: x=638476.0, y=4183.0
Peak 953: x=613642.0, y=4425.0
Peak 954: x=931523.0, y=4358.0
Peak 955: x=569929.0, y=4345.0
Peak 956: x=890450.0, y=4251.0
Peak 957: x=195581.0, y=4305.0
Peak 958: x=519160.0, y=4259.0
Peak 959: x=843609.0, y=4339.0
Peak 960: x=168929.0, y=4460.0
Peak 961: x=158531.0, y=4277.0
Peak 962: x=486017.0, y=4332.0
Peak 963: x=478862.0, y=4277.0
Peak 964: x=808499.0, y=4467.0
Peak 965: x=470355.0, y=4424.0
Peak 966: x=136834.0, y=4420.0
Peak 967: x=472030.0, y=4420.0
Peak 968: x=813732.0, y=4669.0
Peak 969: x=490899.0, y=4610.0
Peak 970: x=171433.0, y=4619.0
Peak 971: x=855326.0, y=4513.0
Peak 972: x=198523.0, y=4799.0
Peak 973: x=214889.0, y=4642.0
Peak 974: x=560173.0, y=4481.0
Peak 975: x=579654.0, y=4537.0
Peak 976: x=927008.0, y=4519.0
Peak 977: x=624204.0, y=4597.0
Peak 978: x=974035.0, y=4816.0
Peak 979: x=325.0, y=4604.0
Peak 980: x=28460.0, y=4740.0
Peak 981: x=735503.0, y=4730.0
Peak 982: x=90247.0, y=4586.0
Peak 983: x=802174.0, y=4787.0
Peak 984: x=159354.0, y=4617.0
Peak 985: x=876141.0, y=4741.0
Peak 986: x=235743.0, y=4679.0
Peak 987: x=957362.0, y=4850.0
Peak 988: x=682186.0, y=4660.0
Peak 989: x=727902.0, y=4625.0
Peak 990: x=775409.0, y=4648.0
Peak 991: x=824707.0, y=4905.0
Peak 992: x=191894.0, y=4951.0
Peak 993: x=559873.0, y=4753.0
Peak 994: x=613324.0, y=4875.0
Peak 995: x=354010.0, y=5016.0
Peak 996: x=411585.0, y=4957.0
Peak 997: x=157758.0, y=4852.0
Peak 998: x=532013.0, y=4952.0
Peak 999: x=594858.0, y=4971.0
Peak 1000: x=971057.0, y=5015.0
Peak 1001: x=36809.0, y=4890.0
Peak 1002: x=414944.0, y=4962.0
Peak 1003: x=793848.0, y=4918.0
Peak 1004: x=863652.0, y=4962.0
Peak 1005: x=935182.0, y=4990.0
Peak 1006: x=775446.0, y=5034.0
Peak 1007: x=160092.0, y=5331.0
Peak 1008: x=545501.0, y=5060.0
Peak 1009: x=625036.0, y=5206.0
Peak 1010: x=12337.0, y=5040.0
Peak 1011: x=94704.0, y=4858.0
Peak 1012: x=873832.0, y=4990.0
Peak 1013: x=264520.0, y=4945.0
Peak 1014: x=351959.0, y=5051.0
Peak 1015: x=744519.0, y=5231.0
Peak 1016: x=137825.0, y=5094.0
Peak 1017: x=229179.0, y=5152.0
Peak 1018: x=322207.0, y=5180.0
Peak 1019: x=718482.0, y=5085.0
Peak 1020: x=212406.0, y=5140.0
Peak 1021: x=611266.0, y=5030.0
Peak 1022: x=411187.0, y=5109.0
Peak 1023: x=513051.0, y=5322.0
Peak 1024: x=616560.0, y=5113.0
Peak 1025: x=19809.0, y=5122.0
Peak 1026: x=126045.0, y=5087.0
Peak 1027: x=531110.0, y=5186.0
Peak 1028: x=454531.0, y=5465.0
Peak 1029: x=862846.0, y=5304.0
Peak 1030: x=271878.0, y=5498.0
Peak 1031: x=797592.0, y=5167.0
Peak 1032: x=209128.0, y=5246.0
Peak 1033: x=327768.0, y=5339.0
Peak 1034: x=741086.0, y=5587.0
Peak 1035: x=569847.0, y=5256.0
Peak 1036: x=985287.0, y=5531.0
Peak 1037: x=526979.0, y=5421.0
Peak 1038: x=492726.0, y=5587.0
Peak 1039: x=44931.0, y=5524.0
Peak 1040: x=467033.0, y=5540.0
Peak 1041: x=601484.0, y=5659.0
Peak 1042: x=162371.0, y=5473.0
Peak 1043: x=587932.0, y=5584.0
Peak 1044: x=14183.0, y=5548.0
Peak 1045: x=441123.0, y=5532.0
Peak 1046: x=868749.0, y=5330.0
Peak 1047: x=297060.0, y=5331.0
Peak 1048: x=726053.0, y=5649.0
Peak 1049: x=870824.0, y=5619.0
Peak 1050: x=17129.0, y=5623.0
Peak 1051: x=448847.0, y=5772.0
Peak 1052: x=881244.0, y=5783.0
Peak 1053: x=31109.0, y=5640.0
Peak 1054: x=182492.0, y=5799.0
Peak 1055: x=617590.0, y=5678.0
Peak 1056: x=489804.0, y=5703.0
Peak 1057: x=645726.0, y=5942.0
Peak 1058: x=803147.0, y=5839.0
Peak 1059: x=962074.0, y=5876.0
Peak 1060: x=122493.0, y=5727.0
Peak 1061: x=563603.0, y=5646.0
Peak 1062: x=447810.0, y=5748.0
Peak 1063: x=612699.0, y=5767.0
Peak 1064: x=224133.0, y=5965.0
Peak 1065: x=392965.0, y=5751.0
Peak 1066: x=839668.0, y=5729.0
Peak 1067: x=10949.0, y=5918.0
Peak 1068: x=908267.0, y=5788.0
Peak 1069: x=357903.0, y=6135.0
Peak 1070: x=259114.0, y=6002.0
Peak 1071: x=710689.0, y=5963.0
Peak 1072: x=162908.0, y=5986.0
Peak 1073: x=342442.0, y=5924.0
Peak 1074: x=523424.0, y=5543.0
Peak 1075: x=978210.0, y=5614.0
Peak 1076: x=433638.0, y=5756.0
Peak 1077: x=803745.0, y=6228.0
Peak 1078: x=179570.0, y=6020.0
Peak 1079: x=830435.0, y=6043.0
Peak 1080: x=948252.0, y=6015.0
Peak 1081: x=411895.0, y=6017.0
Peak 1082: x=876163.0, y=6152.0
Peak 1083: x=73734.0, y=6474.0
Peak 1084: x=539561.0, y=6274.0
Peak 1085: x=473074.0, y=6013.0
Peak 1086: x=674833.0, y=6086.0
Peak 1087: x=82519.0, y=6410.0
Peak 1088: x=288437.0, y=6325.0
Peak 1089: x=759815.0, y=6356.0
Peak 1090: x=914454.0, y=6214.0
Peak 1091: x=388578.0, y=6285.0
Peak 1092: x=76544.0, y=6302.0
Peak 1093: x=291141.0, y=6157.0
Peak 1094: x=246046.0, y=6009.0
Last 100 peaks:
Peak -100: x=354010.0, y=5016.0
Peak -99: x=411585.0, y=4957.0
Peak -98: x=157758.0, y=4852.0
Peak -97: x=532013.0, y=4952.0
Peak -96: x=594858.0, y=4971.0
Peak -95: x=971057.0, y=5015.0
Peak -94: x=36809.0, y=4890.0
Peak -93: x=414944.0, y=4962.0
Peak -92: x=793848.0, y=4918.0
Peak -91: x=863652.0, y=4962.0
Peak -90: x=935182.0, y=4990.0
Peak -89: x=775446.0, y=5034.0
Peak -88: x=160092.0, y=5331.0
Peak -87: x=545501.0, y=5060.0
Peak -86: x=625036.0, y=5206.0
Peak -85: x=12337.0, y=5040.0
Peak -84: x=94704.0, y=4858.0
Peak -83: x=873832.0, y=4990.0
Peak -82: x=264520.0, y=4945.0
Peak -81: x=351959.0, y=5051.0
Peak -80: x=744519.0, y=5231.0
Peak -79: x=137825.0, y=5094.0
Peak -78: x=229179.0, y=5152.0
Peak -77: x=322207.0, y=5180.0
Peak -76: x=718482.0, y=5085.0
Peak -75: x=212406.0, y=5140.0
Peak -74: x=611266.0, y=5030.0
Peak -73: x=411187.0, y=5109.0
Peak -72: x=513051.0, y=5322.0
Peak -71: x=616560.0, y=5113.0
Peak -70: x=19809.0, y=5122.0
Peak -69: x=126045.0, y=5087.0
Peak -68: x=531110.0, y=5186.0
Peak -67: x=454531.0, y=5465.0
Peak -66: x=862846.0, y=5304.0
Peak -65: x=271878.0, y=5498.0
Peak -64: x=797592.0, y=5167.0
Peak -63: x=209128.0, y=5246.0
Peak -62: x=327768.0, y=5339.0
Peak -61: x=741086.0, y=5587.0
Peak -60: x=569847.0, y=5256.0
Peak -59: x=985287.0, y=5531.0
Peak -58: x=526979.0, y=5421.0
Peak -57: x=492726.0, y=5587.0
Peak -56: x=44931.0, y=5524.0
Peak -55: x=467033.0, y=5540.0
Peak -54: x=601484.0, y=5659.0
Peak -53: x=162371.0, y=5473.0
Peak -52: x=587932.0, y=5584.0
Peak -51: x=14183.0, y=5548.0
Peak -50: x=441123.0, y=5532.0
Peak -49: x=868749.0, y=5330.0
Peak -48: x=297060.0, y=5331.0
Peak -47: x=726053.0, y=5649.0
Peak -46: x=870824.0, y=5619.0
Peak -45: x=17129.0, y=5623.0
Peak -44: x=448847.0, y=5772.0
Peak -43: x=881244.0, y=5783.0
Peak -42: x=31109.0, y=5640.0
Peak -41: x=182492.0, y=5799.0
Peak -40: x=617590.0, y=5678.0
Peak -39: x=489804.0, y=5703.0
Peak -38: x=645726.0, y=5942.0
Peak -37: x=803147.0, y=5839.0
Peak -36: x=962074.0, y=5876.0
Peak -35: x=122493.0, y=5727.0
Peak -34: x=563603.0, y=5646.0
Peak -33: x=447810.0, y=5748.0
Peak -32: x=612699.0, y=5767.0
Peak -31: x=224133.0, y=5965.0
Peak -30: x=392965.0, y=5751.0
Peak -29: x=839668.0, y=5729.0
Peak -28: x=10949.0, y=5918.0
Peak -27: x=908267.0, y=5788.0
Peak -26: x=357903.0, y=6135.0
Peak -25: x=259114.0, y=6002.0
Peak -24: x=710689.0, y=5963.0
Peak -23: x=162908.0, y=5986.0
Peak -22: x=342442.0, y=5924.0
Peak -21: x=523424.0, y=5543.0
Peak -20: x=978210.0, y=5614.0
Peak -19: x=433638.0, y=5756.0
Peak -18: x=803745.0, y=6228.0
Peak -17: x=179570.0, y=6020.0
Peak -16: x=830435.0, y=6043.0
Peak -15: x=948252.0, y=6015.0
Peak -14: x=411895.0, y=6017.0
Peak -13: x=876163.0, y=6152.0
Peak -12: x=73734.0, y=6474.0
Peak -11: x=539561.0, y=6274.0
Peak -10: x=473074.0, y=6013.0
Peak -9: x=674833.0, y=6086.0
Peak -8: x=82519.0, y=6410.0
Peak -7: x=288437.0, y=6325.0
Peak -6: x=759815.0, y=6356.0
Peak -5: x=914454.0, y=6214.0
Peak -4: x=388578.0, y=6285.0
Peak -3: x=76544.0, y=6302.0
Peak -2: x=291141.0, y=6157.0
Peak -1: x=246046.0, y=6009.0
/app/examine.py:52: OptimizeWarning: Covariance of the parameters could not be estimated
  popt, pcov = curve_fit(gaussian, x_window, y_window, p0=guess, maxfev=5000)
